# compare.tsv — the `cmp` three-way comparison, exhaustive over scalars.
#
# `a cmp b` yields -1 / 0 / 1 — a sorts before / with / after b, the
# same total order as lt / gt / sort (see eng/go/compare.go). The rows
# are the full cross product of a representative value of each scalar
# kind, a path value, and every scalar type literal.
#
# Order rules:
#
#   1. Cross-family pairs (e.g. Integer vs String) settle by the
#      unified lattice Rank — no Comparer applies, so compareTypes
#      orders by Rank → depth → name → ID.
#   2. Same-family pairs settle through the family Comparer (Number,
#      String, Boolean, Atom, Path). Within a family:
#      a. Type literal vs concrete: type literal sorts FIRST.
#         (`Integer cmp 0 → -1`, `String cmp '' → -1`, etc.)
#      b. Type literal vs type literal: by lattice Rank
#         (`Number cmp Integer → -1` because Number < Integer in Rank).
#      c. Concrete vs concrete: by value content (numeric magnitude,
#         lex, etc.). Cross-leaf numeric magnitude can tie
#         (`1 cmp 1.0 → 0` — by design).
#
# The result is a strict total order over distinct lattice nodes; the
# only equivalence is cross-leaf numeric magnitude (1 == 1.0). See
# lang/doc/design/TYPE-ORDERING.0.md.

# a = 5
(-5 lt 0) and (0 lt 5) and (-5 lt 5)	true
(0 lt 1) and (1 lt 99) and (0 lt 99)	true

# Cross-numeric chain (Integer/Decimal mixed).
(1 lt 1.5) and (1.5 lt 2) and (1 lt 2)	true
(0 lt 1.1) and (1.1 lt 2) and (0 lt 2)	true
(0.5 lt 1.5) and (1.5 lt 2.5) and (0.5 lt 2.5)	true
(-3.14 lt 0) and (0 lt 3.14) and (-3.14 lt 3.14)	true

# String chain.
('' lt 'a') and ('a' lt 'b') and ('' lt 'b')	true
('apple' lt 'banana') and ('banana' lt 'cherry') and ('apple' lt 'cherry')	true

# Boolean chain.
(false lt true) and (true lt 0) and (false lt 0)	true	# Bool < Int

# Cross-family chain (Boolean → Integer → String → List).
(false lt 5) and (5 lt 'a') and (false lt 'a')	true
(true lt 5) and (5 lt 'hi') and (true lt 'hi')	true
('a' lt [1]) and ([1] lt {x:1}) and ('a' lt {x:1})	true
(true lt 'x') and ('x' lt [0]) and (true lt [0])	true

# Long chain (six values, transitive across the whole length).
(false lt 0) and (0 lt 1) and (1 lt 'a') and ('a' lt [1]) and ([1] lt {x:1})	true
(false lt 1) and (1 lt 'a') and (false lt 'a')	true

# none / Any / Never chain.
(Any lt none) and (none lt Never) and (Any lt Never)	true
(Any lt 5) and (none lt 5) and (Never lt 5)	true
(Any lt none) and (none lt 5) and (Any lt 5)	true

# Antisymmetry for the strict-order cases (a < b ⇒ ¬(b < a)).
(1 lt 2) and (not (2 lt 1))	true
('a' lt 'b') and (not ('b' lt 'a'))	true
(false lt true) and (not (true lt false))	true
(1.1 lt 2) and (not (2 lt 1.1))	true

# Reflexivity — a cmp a is 0 for every type literal and concrete value.
0 cmp 0	0
1 cmp 1	0
3.14 cmp 3.14	0
'' cmp ''	0
'hello' cmp 'hello'	0
true cmp true	0
false cmp false	0
foo/q cmp foo/q	0
[] cmp []	0
{} cmp {}	0
[1 2 3] cmp [1 2 3]	0
{a:1} cmp {a:1}	0

# =============================================================================
# Type-literal-first rule (the former family-zero-collapse anomaly,
# now fixed). Within a family, a bare type literal sorts strictly
# BELOW every concrete inhabitant, including the family's zero value.
# litVsConcreteOrder fires at the top of each family Comparer so the
# Data==nil literal isn't read as a zero payload.
# =============================================================================

# Type literal < family zero value (and < every concrete inhabitant).
Integer cmp 0	-1
0 cmp Integer	1
Decimal cmp 0	-1
Decimal cmp 0.0	-1
Number cmp 0	-1
Boolean cmp false	-1
false cmp Boolean	1
String cmp ''	-1
'' cmp String	1
EmptyString cmp ''	-1

# Same-family type literals order by lattice Rank (litVsLitOrder
# delegates to compareTypes).
Integer cmp Number	1	# Integer Rank 20.31·10⁹ > Number Rank 20.3·10⁹
Number cmp Decimal	-1	# Number 20.3 < Decimal 20.32
Integer cmp Decimal	-1	# Integer 20.31 < Decimal 20.32
EmptyString cmp ProperString	-1	# EmptyStr 20.41 < ProperStr 20.42
EmptyString cmp String	1	# EmptyStr 20.41 > String 20.4
ProperString cmp String	1	# ProperStr 20.42 > String 20.4

# Atom and Path follow the same rule.
Atom cmp foo/q	-1	# Atom literal < every concrete atom
Atom cmp Atom	0	# self-equal
Path cmp (make Path ['a'])	-1	# Path literal < every concrete path
Path cmp Path	0	# self-equal

# =============================================================================
# DepScalar ordering — canonical-form lex when paired with itself;
# numeric Comparer signals ErrNoComparer for DepScalar inputs so the
# fall-through reaches Scalar/comparePaths.
# =============================================================================

(Integer gt 10) cmp (Integer gt 10)	0
(Integer gt 10) cmp (Integer gt 20)	-1	# "(Integer gt 10)" < "(Integer gt 20)" lex
(Integer gt 10) lt (Integer gt 20)	true
(Integer gt 20) lt (Integer gt 10)	false

# =============================================================================
# User-defined types — every kind, type-literal and instance ordering.
#
# Each row declares its types inline (they live for the duration of
# the expression). The two interesting axes:
#
#   1. Same-kind ordering: user-type Rank shares one band per branch
#      (Scalar 2.1·10¹⁰, Node 3.1·10¹⁰, Ideal 4.1·10¹⁰); within the
#      band compareTypes tiebreaks by depth then lex name.
#   2. User-type vs kernel: kernel positional Rank (e.g. Object
#      4.1·10⁹) sits BELOW the user band (4.1·10¹⁰), so a user-
#      defined Object subtype sorts AFTER Object itself.
#
# Plus the within-family rule still applies: a user-type LITERAL
# sorts strictly below any concrete instance of that user type.
# =============================================================================

# --- Object-subtype kind (lattice-minted via `refine Object`) ---
def Cat refine Object {color:String} def Dog refine Object {breed:String} Cat cmp Dog	-1
def Cat refine Object {color:String} def Dog refine Object {breed:String} Dog cmp Cat	1
def Cat refine Object {color:String} def Dog refine Object {breed:String} Cat cmp Cat	0
def Cat refine Object {color:String} Cat cmp Object	1
def Cat refine Object {color:String} Object cmp Cat	-1
def Cat refine Object {color:String} (make Cat {color:'orange'}) cmp Cat	1
def Cat refine Object {color:String} Cat cmp (make Cat {color:'orange'})	-1
def Cat refine Object {color:String} (make Cat {color:'a'}) cmp (make Cat {color:'b'})	-1
def Cat refine Object {color:String} (make Cat {color:'b'}) cmp (make Cat {color:'a'})	1
def Cat refine Object {color:String} (make Cat {color:'a'}) cmp (make Cat {color:'a'})	0

# --- Record kind (Value-typed — RecordTypeInfo body) ---
def Person refine Record [name:String age:Integer] Person cmp Person	0
def Person refine Record [name:String age:Integer] def House refine Record [addr:String] Person cmp House	1
def Person refine Record [name:String age:Integer] def House refine Record [addr:String] House cmp Person	-1
def Person refine Record [name:String age:Integer] (make Person {name:'a' age:1}) cmp Person	1
def Person refine Record [name:String age:Integer] Person cmp Record	-1	# Person is a Map-typed body (Node band) — Record kernel is in Ideal band
def Person refine Record [name:String age:Integer] Record cmp Person	1

# --- Disjunct kind (`tor` union) ---
def Maybe (String tor None) Maybe cmp Maybe	0
def Maybe (String tor None) def Choice (Integer tor Boolean) Maybe cmp Choice	1
def Maybe (String tor None) def Choice (Integer tor Boolean) Choice cmp Maybe	-1
def Maybe (String tor None) Maybe cmp Disjunct	1
def Maybe (String tor None) Disjunct cmp Maybe	-1

# --- Enum kind (Value-typed Disjunct subtype) ---
def Color enum [red green blue] Color cmp Color	0
def Color enum [red green blue] def Size enum [small large] Color cmp Size	-1
def Color enum [red green blue] def Size enum [small large] Size cmp Color	1
def Color enum [red green blue] Color cmp Enum	1
def Color enum [red green blue] Enum cmp Color	-1

# --- Predicate kind (lattice-minted under the input type) ---
def Positive fn [n:Integer Integer [if (n gt 0) [n] [None]]] Positive cmp Positive	0
def Positive fn [n:Integer Integer [if (n gt 0) [n] [None]]] def Negative fn [n:Integer Integer [if (n lt 0) [n] [None]]] Negative cmp Positive	1	# canonical-form fallback — Negative body lex > Positive
def Positive fn [n:Integer Integer [if (n gt 0) [n] [None]]] def Negative fn [n:Integer Integer [if (n lt 0) [n] [None]]] Positive cmp Negative	-1
def Positive fn [n:Integer Integer [if (n gt 0) [n] [None]]] Positive cmp Function	1
def Positive fn [n:Integer Integer [if (n gt 0) [n] [None]]] Function cmp Positive	-1

# --- Cross-kind user types (Rank bands decide) ---
def Cat refine Object {x:Integer} def Maybe (String tor None) Cat cmp Maybe	-1
def Cat refine Object {x:Integer} def Maybe (String tor None) Maybe cmp Cat	1
def Cat refine Object {x:Integer} def Color enum [a b] Cat cmp Color	-1
def Cat refine Object {x:Integer} def Color enum [a b] Color cmp Cat	1

# --- Transitivity across user types ---
def Cat refine Object {x:Integer} def Dog refine Object {y:Integer} ((Cat lt Dog) and (Dog lt (make Dog {y:1})) and (Cat lt (make Dog {y:1})))	true	# transitive: Cat < Dog < Dog-instance, so Cat < Dog-instance
def Cat refine Object {x:Integer} def Dog refine Object {y:Integer} ((Object lt Cat) and (Cat lt Dog) and (Object lt Dog))	true
def A refine Object {x:Integer} def B refine Object {x:Integer} def C refine Object {x:Integer} ((A lt B) and (B lt C) and (A lt C))	true

# --- User type sorts after every kernel type in its branch ---
def Cat refine Object {x:Integer} ((Object lt Cat) and (Resource lt Cat) and (Entity lt Cat))	true
def Maybe (String tor None) ((Disjunct lt Maybe) and (Function lt Maybe))	true
